取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益（円）,R倍数,%損益,期間
long,2015/06/04,844,100,810,2015/06/15,810,-3400,-1.0,-4.028436018957346,8
long,2015/06/24,840,100,808,2015/07/08,844,400,0.125,0.4761904761904762,11
long,2015/07/15,905,100,859,2015/07/24,880,-2500,-0.5434782608695652,-2.7624309392265194,7
short,2015/08/19,845,100,879,2015/09/10,753,9200,2.7058823529411766,10.88757396449704,17
short,2015/09/28,703,100,761,2015/10/05,720,-1700,-0.29310344827586204,-2.418207681365576,6
long,2015/10/21,754,100,709,2015/10/29,750,-400,-0.08888888888888889,-0.5305039787798408,7
short,2015/12/08,726,100,755,2015/12/17,730,-400,-0.13793103448275862,-0.5509641873278237,8
short,2015/12/24,679,100,714,2016/01/25,615,6400,1.8285714285714285,9.425625920471282,20
short,2016/02/05,576,100,633,2016/02/18,523,5300,0.9298245614035088,9.20138888888889,9
short,2016/03/01,470,100,530,2016/03/02,504,-3400,-0.5666666666666667,-7.234042553191489,2
short,2016/03/25,502,100,538,2016/04/12,465,3700,1.0277777777777777,7.370517928286853,13
long,2016/04/15,515,100,478,2016/04/28,478,-3700,-1.0,-7.184466019417475,10
short,2016/04/28,479,100,520,2016/05/18,469,1000,0.24390243902439024,2.0876826722338206,11
long,2016/05/25,481,100,445,2016/06/02,453,-2800,-0.7777777777777778,-5.8212058212058215,7
short,2016/06/02,451,100,479,2016/06/21,418,3300,1.1785714285714286,7.317073170731707,14
short,2016/06/24,394,100,419,2016/07/11,375,1900,0.76,4.822335025380711,12
long,2016/07/29,448,100,414,2016/08/03,414,-3400,-1.0,-7.5892857142857135,4
long,2016/08/08,470,100,427,2016/08/16,455,-1500,-0.3488372093023256,-3.1914893617021276,6
long,2016/08/29,464,100,430,2016/09/07,471,700,0.20588235294117646,1.5086206896551724,8
long,2016/10/21,495,100,467,2016/11/09,471,-2400,-0.8571428571428571,-4.848484848484849,13
long,2016/11/10,533,100,504,2016/11/28,592,5900,2.0344827586206895,11.069418386491558,12
long,2016/12/01,633,100,594,2016/12/20,727,9400,2.41025641025641,14.84992101105845,14
long,2017/02/10,758,100,723,2017/02/20,745,-1300,-0.37142857142857144,-1.7150395778364116,7
long,2017/03/10,767,100,738,2017/03/21,744,-2300,-0.7931034482758621,-2.9986962190352022,7
short,2017/03/23,709,100,738,2017/04/18,665,4400,1.5172413793103448,6.205923836389281,19
short,2017/05/18,663,100,694,2017/06/02,688,-2500,-0.8064516129032258,-3.770739064856712,12
long,2017/06/02,681,100,656,2017/06/15,672,-900,-0.36,-1.3215859030837005,10
short,2017/07/06,665,100,689,2017/07/12,672,-700,-0.2916666666666667,-1.0526315789473684,5
short,2017/07/24,655,100,673,2017/07/26,672,-1700,-0.9444444444444444,-2.595419847328244,3
short,2017/07/28,650,100,669,2017/09/13,600,5000,2.6315789473684212,7.6923076923076925,33
long,2017/10/06,640,100,620,2017/10/10,628,-1200,-0.6,-1.875,2
long,2017/10/16,651,100,632,2017/10/31,650,-100,-0.05263157894736842,-0.15360983102918588,12
long,2017/11/08,679,100,652,2017/11/13,653,-2600,-0.9629629629629629,-3.829160530191458,4
long,2017/12/01,677,100,649,2017/12/15,657,-2000,-0.7142857142857143,-2.954209748892171,11
long,2017/12/20,682,100,659,2017/12/25,664,-1800,-0.782608695652174,-2.6392961876832843,4
long,2018/01/05,695,100,672,2018/01/26,727,3200,1.391304347826087,4.60431654676259,15
short,2018/02/09,642,100,677,2018/02/26,667,-2500,-0.7142857142857143,-3.894080996884735,11
short,2018/03/02,641,100,677,2018/03/30,619,2200,0.6111111111111112,3.43213728549142,20
long,2018/04/24,650,100,628,2018/04/27,630,-2000,-0.9090909090909091,-3.076923076923077,4
short,2018/05/01,621,100,641,2018/05/14,614,700,0.35,1.1272141706924315,8
short,2018/05/24,600,100,616,2018/06/07,583,1700,1.0625,2.833333333333333,11
short,2018/06/18,562,100,578,2018/07/10,540,2200,1.375,3.9145907473309607,17
short,2018/07/27,528,100,546,2018/08/20,509,1900,1.0555555555555556,3.5984848484848486,17
short,2018/09/07,503,100,517.0,2018/09/13,517.0,-1400.0,-1.0,-2.783300198807157,5
long,2018/09/18,526,100,512,2018/10/11,540,1400,1.0,2.6615969581749046,16
short,2018/11/15,510,100,537,2018/11/27,518,-800,-0.2962962962962963,-1.5686274509803921,8
short,2018/12/04,503,100,522.0,2019/01/07,437,6600,3.473684210526316,13.12127236580517,20
short,2019/02/01,414,100,436,2019/02/04,436,-2200,-1.0,-5.314009661835748,2
short,2019/03/07,428,100,447,2019/04/01,408,2000,1.0526315789473684,4.672897196261682,17
