取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益（円）,R倍数,%損益,期間
short,2011/03/15,1042,100,1099,2011/03/18,1100,-5800,-1.0175438596491229,-5.566218809980806,4
short,2011/04/07,1149,100,1237,2011/04/18,1166,-1700,-0.19318181818181818,-1.4795474325500435,8
short,2011/04/25,1137,100,1180.0,2011/05/02,1158,-2100,-0.4883720930232558,-1.8469656992084433,5
long,2011/05/09,1173,100,1139,2011/05/13,1144,-2900,-0.8529411764705882,-2.47229326513214,5
short,2011/05/30,1138,100,1163,2011/06/13,1125,1300,0.52,1.1423550087873462,11
long,2011/06/28,1156,100,1121,2011/07/11,1175,1900,0.5428571428571428,1.6435986159169549,10
short,2011/07/28,1125,100,1155,2011/08/12,1095,3000,1.0,2.666666666666667,12
short,2011/09/07,1079,100,1122,2011/09/09,1122,-4300,-1.0,-3.985171455050973,3
long,2011/09/16,1133,100,1077,2011/10/05,1140,700,0.125,0.617828773168579,12
long,2011/10/11,1196,100,1137,2011/10/19,1144,-5200,-0.8813559322033898,-4.3478260869565215,7
short,2011/11/24,1079,100,1124,2011/12/12,1098,-1900,-0.4222222222222222,-1.7608897126969416,13
short,2011/12/15,1079,100,1112,2011/12/27,1079,0,0.0,0.0,8
short,2012/01/17,1057,100,1088,2012/01/27,1079,-2200,-0.7096774193548387,-2.081362346263009,9
long,2012/02/02,1087,100,1059,2012/03/01,1122,3500,1.25,3.219871205151794,21
long,2012/03/28,1134,100,1105,2012/04/05,1123,-1100,-0.3793103448275862,-0.9700176366843033,7
short,2012/04/11,1111,100,1137,2012/04/18,1117,-600,-0.23076923076923078,-0.54005400540054,6
long,2012/04/26,1134,100,1111,2012/05/09,1112,-2200,-0.9565217391304348,-1.9400352733686066,7
short,2012/05/11,1104,100,1126,2012/05/23,1087,1700,0.7727272727272727,1.5398550724637683,9
short,2012/05/29,1059,100,1086.0,2012/06/06,1067,-800,-0.2962962962962963,-0.7554296506137866,7
long,2012/07/03,1083,100,1048,2012/07/11,1072,-1100,-0.3142857142857143,-1.0156971375807942,7
short,2012/07/17,1050,100,1076,2012/08/02,1041,900,0.34615384615384615,0.8571428571428572,13
short,2012/08/20,1029,100,1063,2012/08/27,1063,-3400,-1.0,-3.3041788143828956,6
short,2012/09/04,1012,100,1045,2012/09/12,1025,-1300,-0.3939393939393939,-1.2845849802371543,7
long,2012/09/26,1044,100,1019,2012/10/03,1025,-1900,-0.76,-1.8199233716475096,6
short,2012/10/11,1018,100,1044,2012/10/17,1044,-2600,-1.0,-2.5540275049115913,5
long,2012/10/17,1045,100,1019,2012/10/24,1035,-1000,-0.38461538461538464,-0.9569377990430622,6
long,2012/11/02,1055,100,1031,2012/11/08,1032,-2300,-0.9583333333333334,-2.1800947867298577,5
short,2012/11/09,1026,100,1050,2012/11/15,1043,-1700,-0.7083333333333334,-1.6569200779727096,5
long,2012/11/16,1056,100,1033,2012/11/28,1065,900,0.391304347826087,0.8522727272727272,8
long,2012/12/17,1075,100,1048,2013/01/16,1092,1700,0.6296296296296297,1.5813953488372092,17
short,2013/01/17,1073,100,1105,2013/01/25,1094,-2100,-0.65625,-1.95712954333644,7
long,2013/01/31,1104,100,1072,2013/02/13,1095,-900,-0.28125,-0.8152173913043478,9
long,2013/02/19,1135,100,1110,2013/03/06,1219,8400,3.36,7.400881057268722,12
long,2013/03/15,1250,100,1199,2013/03/26,1202,-4800,-0.9411764705882353,-3.84,7
long,2013/04/08,1264,100,1217,2013/04/16,1241,-2300,-0.48936170212765956,-1.8196202531645569,7
long,2013/04/23,1277,100,1230,2013/05/15,1449,17200,3.6595744680851063,13.469068128425999,14
long,2013/05/17,1502,100,1432,2013/05/23,1432,-7000,-1.0,-4.660452729693742,5
short,2013/06/07,1220,100,1331,2013/06/17,1275,-5500,-0.4954954954954955,-4.508196721311475,7
long,2013/07/16,1411,100,1346,2013/07/26,1399,-1200,-0.18461538461538463,-0.8504606661941885,9
short,2013/08/12,1310,100,1379,2013/08/14,1374,-6400,-0.927536231884058,-4.885496183206107,3
short,2013/08/21,1309,100,1373,2013/09/03,1344,-3500,-0.546875,-2.6737967914438503,10
long,2013/09/20,1348,100,1309,2013/09/30,1340,-800,-0.20512820512820512,-0.5934718100890208,6
short,2013/10/08,1304,100,1337,2013/10/10,1335,-3100,-0.9393939393939394,-2.377300613496933,3
long,2013/10/18,1348,100,1312,2013/10/24,1331,-1700,-0.4722222222222222,-1.261127596439169,5
short,2013/11/08,1323,100,1357,2013/11/13,1345,-2200,-0.6470588235294118,-1.6628873771730914,4
long,2013/11/18,1348,100,1321,2013/11/27,1335,-1300,-0.48148148148148145,-0.9643916913946587,8
short,2013/12/04,1334,100,1361.0,2013/12/27,1329,500,0.18518518518518517,0.3748125937031484,17
short,2014/02/03,1302,100,1342,2014/02/12,1293,900,0.225,0.6912442396313364,7
long,2014/02/25,1355,100,1293,2014/03/03,1320,-3500,-0.5645161290322581,-2.5830258302583027,5
long,2014/03/11,1362,100,1313,2014/03/14,1317,-4500,-0.9183673469387755,-3.303964757709251,4
long,2014/03/24,1363,100,1317,2014/04/09,1400,3700,0.8043478260869565,2.714600146735143,13
long,2014/04/23,1430,100,1385,2014/05/07,1423,-700,-0.15555555555555556,-0.48951048951048953,8
short,2014/05/16,1391,100,1421,2014/05/23,1397,-600,-0.2,-0.4313443565780014,6
short,2014/06/06,1363,100,1396,2014/06/13,1377,-1400,-0.42424242424242425,-1.0271460014673515,6
long,2014/06/30,1397,100,1369,2014/07/08,1389,-800,-0.2857142857142857,-0.5726556907659269,7
short,2014/07/10,1375,100,1403,2014/07/14,1401,-2600,-0.9285714285714286,-1.890909090909091,3
short,2014/07/14,1354,100,1380,2014/07/15,1390,-3600,-1.3846153846153846,-2.658788774002954,2
long,2014/07/23,1408,100,1374,2014/08/01,1388,-2000,-0.5882352941176471,-1.4204545454545454,8
short,2014/09/03,1375,100,1401,2014/09/16,1397.0,-2200.0,-0.8461538461538461,-1.6,9
long,2014/09/19,1403,100,1379,2014/09/22,1379,-2400,-1.0,-1.7106200997861727,2
long,2014/09/25,1409,100,1381,2014/10/02,1383,-2600,-0.9285714285714286,-1.8452803406671399,6
short,2014/10/09,1374,100,1403,2014/10/14,1403,-2900,-1.0,-2.1106259097525473,3
long,2014/10/15,1439,100,1401,2014/11/10,1600,16100,4.2368421052631575,11.188325225851285,18
long,2014/11/14,1700,100,1617,2014/11/27,1727,2700,0.3253012048192771,1.588235294117647,9
long,2014/12/05,1841,100,1754,2015/01/06,1979,13800,1.5862068965517242,7.495926127104835,19
long,2015/01/08,2038,100,1946,2015/01/16,1947,-9100,-0.9891304347826086,-4.465161923454367,6
long,2015/01/30,2065,100,1941,2015/02/04,1965,-10000,-0.8064516129032258,-4.842615012106537,4
short,2015/02/09,1910,100,2040,2015/02/18,1946,-3600,-0.27692307692307694,-1.8848167539267016,7
short,2015/03/04,1901,100,1982,2015/03/09,1975,-7400,-0.9135802469135802,-3.8926880589163595,4
long,2015/03/31,1995,100,1924,2015/04/24,2105,11000,1.5492957746478873,5.513784461152882,19
long,2015/05/11,2145,100,2059,2015/05/26,2146,100,0.011627906976744186,0.046620046620046623,12
long,2015/05/29,2213,100,2144,2015/06/10,2238,2500,0.36231884057971014,1.1296882060551288,9
long,2015/06/19,2300,100,2223,2015/06/29,2300,0,0.0,0.0,7
short,2015/08/07,2174,100,2296,2015/09/11,1898,27600,2.262295081967213,12.695492180312787,26
long,2015/10/13,2376,100,2223,2015/11/11,2461,8500,0.5555555555555556,3.577441077441077,21
long,2015/12/02,2542,100,2451,2015/12/14,2597,5500,0.6043956043956044,2.163650668764752,9
long,2015/12/24,2799,100,2646,2016/01/07,2780,-1900,-0.12418300653594772,-0.6788138620936048,9
short,2016/01/20,2492,100,2685.0,2016/01/25,2731,-23900,-1.238341968911917,-9.590690208667736,4
long,2016/01/26,2843,100,2621,2016/02/08,2904,6100,0.2747747747747748,2.1456208230742173,10
short,2016/02/12,2654,100,2900,2016/02/25,2811,-15700,-0.6382113821138211,-5.9155990957045965,10
short,2016/03/08,2533,100,2745.0,2016/03/11,2671,-13800,-0.6509433962264151,-5.448085274378207,4
long,2016/03/28,2870,100,2717,2016/04/05,2799,-7100,-0.46405228758169936,-2.473867595818815,7
short,2016/04/08,2690,100,2834,2016/04/20,2673,1700,0.11805555555555555,0.6319702602230484,9
long,2016/04/28,2783,100,2642,2016/05/02,2698,-8500,-0.6028368794326241,-3.0542579949694573,2
short,2016/05/24,2689,100,2806,2016/06/29,2288,40100,3.427350427350427,14.912606917069542,27
long,2016/07/25,2576,100,2377,2016/07/29,2499,-7700,-0.3869346733668342,-2.989130434782609,5
short,2016/08/26,2220,100,2349,2016/09/01,2349,-12900,-1.0,-5.810810810810811,5
long,2016/09/20,2581,100,2450,2016/09/30,2558,-2300,-0.17557251908396945,-0.8911274699728787,8
long,2016/10/11,2873,100,2754,2016/11/04,2989,11600,0.9747899159663865,4.03759136790811,18
long,2016/11/30,2978,100,2829,2017/01/06,3260,28200,1.8926174496644295,9.469442578912021,25
short,2017/02/07,3190,100,3340,2017/02/14,3235,-4500,-0.3,-1.4106583072100314,6
long,2017/03/08,3260,100,3165,2017/04/03,3460,20000,2.1052631578947367,6.134969325153374,18
long,2017/04/04,3625,100,3490,2017/04/06,3490,-13500,-1.0,-3.724137931034482,3
long,2017/04/25,3520,100,3355,2017/05/01,3465,-5500,-0.3333333333333333,-1.5625,5
short,2017/05/10,3375,100,3530,2017/05/15,3460,-8500,-0.5483870967741935,-2.5185185185185186,4
long,2017/05/25,3520,100,3385,2017/06/07,3520,0,0.0,0.0,10
short,2017/06/09,3410,100,3540.0,2017/06/21,3500,-9000,-0.6923076923076923,-2.6392961876832843,9
long,2017/06/22,3515,100,3390,2017/06/29,3455,-6000,-0.48,-1.7069701280227598,6
long,2017/07/06,3625,100,3500,2017/07/10,3500,-12500,-1.0,-3.4482758620689653,3
short,2017/07/14,3445,100,3610,2017/07/18,3610,-16500,-1.0,-4.78955007256894,2
short,2017/08/03,3355,100,3550.0,2017/08/21,3385,-3000,-0.15384615384615385,-0.8941877794336811,12
short,2017/09/05,3375,100,3505,2017/09/29,3190,18500,1.4230769230769231,5.481481481481482,18
long,2017/10/12,3535,100,3395,2017/10/27,3510,-2500,-0.17857142857142858,-0.7072135785007072,12
long,2017/11/08,3625,100,3490,2017/11/24,3555,-7000,-0.5185185185185185,-1.9310344827586208,12
long,2017/12/01,3725,100,3580,2018/01/04,3880,15500,1.0689655172413792,4.1610738255033555,22
long,2018/01/05,4000,100,3855,2018/01/15,3840,-16000,-1.103448275862069,-4.0,6
long,2018/01/16,4065,100,3900,2018/01/19,3900,-16500,-1.0,-4.059040590405904,4
short,2018/01/30,3870,100,4075,2018/02/19,3670,20000,0.975609756097561,5.167958656330749,14
short,2018/03/02,3545,100,3730,2018/03/13,3690,-14500,-0.7837837837837838,-4.090267983074753,8
short,2018/03/26,3500,100,3655,2018/03/27,3655,-15500,-1.0,-4.428571428571428,2
long,2018/03/30,3760,100,3590,2018/04/24,3930,17000,1.0,4.521276595744681,18
long,2018/05/11,4025,100,3880,2018/05/29,4120,9500,0.6551724137931034,2.360248447204969,13
long,2018/06/11,4240,100,4120,2018/06/18,4185,-5500,-0.4583333333333333,-1.2971698113207548,6
short,2018/07/11,4035,100,4205.0,2018/07/12,4205.0,-17000.0,-1.0,-4.2131350681536555,2
long,2018/07/12,4255,100,4080,2018/07/24,4230,-2500,-0.14285714285714285,-0.5875440658049353,8
short,2018/07/31,4105,100,4320,2018/08/24,3660,44500,2.0697674418604652,10.840438489646772,19
long,2018/09/20,3975,100,3815,2018/10/04,4000,2500,0.15625,0.628930817610063,10
short,2018/10/19,3650,100,3875,2018/11/01,3615,3500,0.15555555555555556,0.9589041095890412,10
long,2018/11/28,3820,100,3655,2018/12/11,3775,-4500,-0.2727272727272727,-1.1780104712041886,10
short,2018/12/19,3570,100,3770,2019/01/07,3480,9000,0.45,2.5210084033613445,9
long,2019/02/06,3740,100,3565,2019/02/07,3565,-17500,-1.0,-4.679144385026738,2
long,2019/02/18,3745,100,3595,2019/03/11,3780,3500,0.23333333333333334,0.9345794392523363,16
long,2019/03/12,3905,100,3765,2019/03/22,3855,-5000,-0.35714285714285715,-1.2804097311139564,8
