取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益（円）,R倍数,%損益,期間
short,2013/08/28,200,100,213,2013/09/03,206,-600,-0.46153846153846156,-3.0,5
long,2013/09/27,216,100,207,2013/10/02,208,-800,-0.8888888888888888,-3.7037037037037033,4
short,2013/10/03,202,100,211,2013/10/10,206,-400,-0.4444444444444444,-1.9801980198019802,6
short,2013/10/25,199,100,209.0,2013/11/05,208,-900,-0.9,-4.522613065326634,7
short,2013/11/05,196,100,205,2013/11/06,208,-1200,-1.3333333333333333,-6.122448979591836,2
long,2013/11/19,217,100,206,2013/12/06,221,400,0.36363636363636365,1.8433179723502304,14
long,2013/12/19,232,100,223,2014/01/10,232,0,0.0,0.0,12
short,2014/01/31,210,100,222,2014/02/06,219,-900,-0.75,-4.285714285714286,5
short,2014/03/14,214,100,227,2014/04/01,218,-400,-0.3076923076923077,-1.8691588785046727,12
short,2014/04/11,207,100,220,2014/04/16,220,-1300,-1.0,-6.280193236714976,4
long,2014/04/17,225,100,212,2014/05/07,229,400,0.3076923076923077,1.7777777777777777,12
long,2014/05/14,238,100,228,2014/06/11,318,8000,8.0,33.61344537815126,21
long,2014/07/08,329,100,315,2014/07/18,315,-1400,-1.0,-4.25531914893617,9
short,2014/07/25,313,100,326.0,2014/08/04,319,-600,-0.46153846153846156,-1.9169329073482428,7
short,2014/08/06,293,100,311,2014/08/22,310,-1700,-0.9444444444444444,-5.802047781569966,13
short,2014/09/09,297,100,311,2014/09/22,296,100,0.07142857142857142,0.33670033670033667,9
short,2014/10/06,285,100,297,2014/10/07,297,-1200,-1.0,-4.2105263157894735,2
long,2014/10/09,313,100,299,2014/10/16,299,-1400,-1.0,-4.472843450479233,5
long,2014/10/22,319,100,301,2014/10/30,313,-600,-0.3333333333333333,-1.8808777429467085,7
long,2014/11/04,335,100,312,2014/11/05,312,-2300,-1.0,-6.865671641791045,2
long,2014/11/05,336,100,312,2014/11/28,406,7000,2.9166666666666665,20.833333333333336,17
long,2014/12/19,394,100,369,2014/12/26,370,-2400,-0.96,-6.091370558375635,5
short,2015/01/07,360,100,386,2015/01/15,382.0,-2200.0,-0.8461538461538461,-6.111111111111111,6
long,2015/01/27,397,100,375,2015/02/03,375,-2200,-1.0,-5.541561712846348,6
short,2015/02/06,357,100,385,2015/02/16,364,-700,-0.25,-1.9607843137254901,6
long,2015/02/23,376,100,348,2015/03/05,389,1300,0.4642857142857143,3.4574468085106385,9
short,2015/04/15,360,100,378,2015/04/22,368,-800,-0.4444444444444444,-2.2222222222222223,6
long,2015/05/15,384,100,367,2015/05/26,371,-1300,-0.7647058823529411,-3.3854166666666665,8
short,2015/06/08,351,100,369,2015/06/22,356,-500,-0.2777777777777778,-1.4245014245014245,11
short,2015/07/09,342,100,355,2015/07/10,355,-1300,-1.0,-3.8011695906432745,2
long,2015/07/17,373,100,357,2015/08/05,375,200,0.125,0.5361930294906166,13
long,2015/08/05,395,100,375,2015/08/21,401,600,0.3,1.5189873417721518,13
short,2015/08/26,359,100,396,2015/09/03,387,-2800,-0.7567567567567568,-7.7994428969359335,7
short,2015/09/07,352,100,383,2015/10/06,361,-900,-0.2903225806451613,-2.556818181818182,19
long,2015/10/14,367,100,345,2015/11/02,394,2700,1.2272727272727273,7.3569482288828345,14
long,2015/11/05,412,100,391,2015/11/09,391,-2100,-1.0,-5.097087378640777,3
long,2015/11/17,415,100,392,2015/12/01,420,500,0.21739130434782608,1.2048192771084338,10
long,2015/12/04,439,100,418,2016/01/06,624,18500,8.80952380952381,42.14123006833713,21
long,2016/02/01,631,100,572,2016/02/05,590,-4100,-0.6949152542372882,-6.497622820919176,5
short,2016/02/10,559,100,619,2016/02/26,551,800,0.13333333333333333,1.4311270125223614,12
short,2016/03/22,521,100,558,2016/03/24,556,-3500,-0.9459459459459459,-6.71785028790787,3
long,2016/03/29,576,100,541,2016/03/30,541,-3500,-1.0,-6.076388888888888,2
long,2016/04/05,583,100,541,2016/04/26,588,500,0.11904761904761904,0.8576329331046313,16
long,2016/04/27,619,100,572,2016/05/02,585,-3400,-0.723404255319149,-5.492730210016155,3
long,2016/05/10,631,100,589,2016/05/13,592,-3900,-0.9285714285714286,-6.180665610142631,4
short,2016/05/16,550,100,597,2016/05/23,596,-4600,-0.9787234042553191,-8.363636363636363,6
long,2016/05/27,644,100,597,2016/06/13,628,-1600,-0.3404255319148936,-2.484472049689441,12
short,2016/06/17,577,100,616,2016/07/13,527,5000,1.2820512820512822,8.665511265164644,19
short,2016/07/21,498,100,530,2016/07/29,505,-700,-0.21875,-1.4056224899598393,7
short,2016/08/05,485,100,515,2016/08/12,517,-3200,-1.0666666666666667,-6.5979381443298974,5
long,2016/08/16,531,100,492,2016/08/22,463,-6800,-1.7435897435897436,-12.8060263653484,5
short,2016/08/24,444,100,487,2016/09/06,442,200,0.046511627906976744,0.45045045045045046,10
short,2016/10/03,432,100,453,2016/10/12,451,-1900,-0.9047619047619048,-4.398148148148148,7
long,2016/10/12,451,100,432,2016/10/17,439,-1200,-0.631578947368421,-2.6607538802660753,4
long,2016/10/19,453,100,434,2016/11/04,482,2900,1.5263157894736843,6.401766004415011,12
long,2016/11/04,509,100,486,2016/11/09,486,-2300,-1.0,-4.518664047151278,4
long,2016/11/22,506,100,474,2016/12/02,497,-900,-0.28125,-1.7786561264822136,8
long,2016/12/09,519,100,496,2017/01/12,550,3100,1.3478260869565217,5.973025048169557,21
long,2017/01/26,557,100,528,2017/02/02,544,-1300,-0.4482758620689655,-2.333931777378815,6
short,2017/03/09,544,100,568,2017/03/14,567,-2300,-0.9583333333333334,-4.227941176470589,4
short,2017/03/31,560,100,581,2017/04/14,541,1900,0.9047619047619048,3.392857142857143,11
short,2017/04/18,518,100,543,2017/04/25,531,-1300,-0.52,-2.5096525096525095,6
long,2017/05/24,597,100,570,2017/05/30,578,-1900,-0.7037037037037037,-3.1825795644891124,5
long,2017/06/07,603,100,576,2017/06/21,672,6900,2.5555555555555554,11.442786069651742,11
long,2017/07/20,661,100,635,2017/07/26,636,-2500,-0.9615384615384616,-3.7821482602118004,5
short,2017/08/04,633,100,657,2017/08/15,635,-200,-0.08333333333333333,-0.315955766192733,7
short,2017/08/22,610,100,639,2017/08/30,623,-1300,-0.4482758620689655,-2.1311475409836063,7
short,2017/09/05,601,100,625,2017/09/12,623.0,-2200.0,-0.9166666666666666,-3.6605657237936775,6
short,2017/09/22,610,100,631,2017/09/28,626,-1600,-0.7619047619047619,-2.622950819672131,5
long,2017/10/05,639,100,619,2017/11/02,680,4100,2.05,6.416275430359937,20
short,2017/11/13,611,100,644,2017/11/29,595,1600,0.48484848484848486,2.618657937806874,12
short,2018/01/19,584,100,602,2018/01/24,597,-1300,-0.7222222222222222,-2.2260273972602738,4
short,2018/01/30,583,100,600,2018/02/20,541,4200,2.4705882352941178,7.204116638078903,15
short,2018/03/23,526,100,548,2018/03/27,547,-2100,-0.9545454545454546,-3.9923954372623576,3
long,2018/03/29,550,100,527,2018/05/14,592,4200,1.826086956521739,7.636363636363637,30
long,2018/05/14,608,100,594,2018/05/15,572,-3600,-2.5714285714285716,-5.921052631578947,2
short,2018/05/24,559,100,577,2018/06/05,541,1800,1.0,3.2200357781753133,9
short,2018/07/03,530,100,549,2018/07/18,544,-1400,-0.7368421052631579,-2.6415094339622645,11
long,2018/07/27,547,100,528,2018/08/03,536,-1100,-0.5789473684210527,-2.010968921389397,6
long,2018/08/20,598,100,574,2018/10/09,700,10200,4.25,17.05685618729097,34
long,2018/10/17,739,100,700,2018/10/25,719,-2000,-0.5128205128205128,-2.706359945872801,7
short,2018/11/30,686,100,726,2019/01/07,625,6100,1.525,8.892128279883382,22
long,2019/01/30,677,100,646,2019/02/14,712,3500,1.1290322580645162,5.1698670605613,11
long,2019/02/19,741,100,710,2019/02/22,710,-3100,-1.0,-4.183535762483131,4
long,2019/03/01,743,100,712,2019/04/03,805,6200,2.0,8.344549125168237,23
short,2019/04/18,756,100,794.0,2019/04/24,778,-2200,-0.5789473684210527,-2.91005291005291,5
