取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益（円）,R倍数,%損益,期間
short,2011/10/06,700,100,720,2011/10/07,720,-2000,-1.0,-2.857142857142857,2
long,2011/10/24,727,100,707,2011/10/26,710,-1700,-0.85,-2.3383768913342506,3
short,2011/11/01,0,100,15,2011/11/02,712,-71200,-47.46666666666667,-Infinity,2
short,2011/11/24,695,100,847,2011/12/05,709,-1400,-0.09210526315789473,-2.014388489208633,8
long,2012/02/07,709,100,702,2012/02/14,704,-500,-0.7142857142857143,-0.7052186177715092,6
long,2012/02/15,711,100,705,2012/03/28,731,2000,3.3333333333333335,2.8129395218002813,30
short,2012/04/12,714,100,732,2012/04/16,727,-1300,-0.7222222222222222,-1.8207282913165268,3
short,2012/04/24,710,100,728.0,2012/05/02,721,-1100,-0.6111111111111112,-1.5492957746478873,6
short,2012/05/15,710,100,723,2012/06/13,663,4700,3.6153846153846154,6.619718309859154,22
long,2012/07/17,695,100,686,2012/08/01,686,-900,-1.0,-1.2949640287769784,12
long,2012/08/02,712,100,697,2012/08/03,683,-2900,-1.9333333333333333,-4.073033707865169,2
short,2012/08/31,688,100,705,2012/09/05,691,-300,-0.17647058823529413,-0.436046511627907,4
short,2012/09/06,680,100,693,2012/09/14,679,100,0.07692307692307693,0.14705882352941177,7
long,2012/09/26,694,100,679,2012/10/02,680,-1400,-0.9333333333333333,-2.0172910662824206,5
short,2012/10/03,673,100,691,2012/10/16,680,-700,-0.3888888888888889,-1.040118870728083,9
long,2012/11/05,691,100,678,2012/11/12,681,-1000,-0.7692307692307693,-1.447178002894356,6
long,2012/11/19,695,100,683,2012/11/26,684,-1100,-0.9166666666666666,-1.5827338129496402,5
long,2012/11/27,696,100,684,2012/11/28,677,-1900,-1.5833333333333333,-2.7298850574712645,2
short,2012/12/03,671,100,685,2012/12/10,685,-1400,-1.0,-2.086438152011923,6
long,2012/12/17,687,100,672,2012/12/20,681,-600,-0.4,-0.8733624454148471,4
short,2012/12/21,675,100,691,2012/12/27,691,-1600,-1.0,-2.3703703703703702,4
long,2013/01/07,698,100,682,2013/01/24,709,1100,0.6875,1.5759312320916905,13
long,2013/01/31,725,100,708,2013/03/06,774,4900,2.8823529411764706,6.758620689655172,24
long,2013/03/14,799,100,767,2013/03/28,766,-3300,-1.03125,-4.130162703379224,10
long,2013/04/16,806,100,780,2013/05/02,879,7300,2.8076923076923075,9.057071960297765,12
long,2013/05/16,917,100,875,2013/05/30,949,3200,0.7619047619047619,3.4896401308615053,11
short,2013/06/07,763,100,892,2013/06/20,816,-5300,-0.4108527131782946,-6.946264744429882,10
short,2013/06/25,791,100,856.0,2013/07/02,832,-4100,-0.6307692307692307,-5.183312262958281,6
long,2013/07/18,953,100,906,2013/07/29,935,-1800,-0.3829787234042553,-1.888772298006296,8
short,2013/08/22,858,100,897,2013/09/05,868,-1000,-0.2564102564102564,-1.1655011655011656,11
long,2013/09/24,900,100,875,2013/10/01,875,-2500,-1.0,-2.7777777777777777,6
short,2013/10/01,867,100,895,2013/10/02,895,-2800,-1.0,-3.229527104959631,2
long,2013/10/04,915,100,886,2013/10/08,885,-3000,-1.0344827586206897,-3.278688524590164,3
long,2013/10/23,903,100,874,2013/10/24,885,-1800,-0.6206896551724138,-1.9933554817275747,2
long,2013/10/25,904,100,877,2013/11/01,882,-2200,-0.8148148148148148,-2.433628318584071,6
short,2013/11/01,881,100,905,2013/11/15,889,-800,-0.3333333333333333,-0.9080590238365494,10
long,2013/11/18,894,100,877,2013/11/27,878,-1600,-0.9411764705882353,-1.7897091722595078,8
short,2013/12/12,874,100,892,2013/12/27,850,2400,1.3333333333333333,2.745995423340961,11
short,2014/02/04,833,100,864,2014/02/07,864,-3100,-1.0,-3.721488595438175,4
long,2014/02/19,880,100,847,2014/03/14,882,200,0.06060606060606061,0.22727272727272727,18
short,2014/03/14,875,100,900,2014/03/20,890,-1500,-0.6,-1.7142857142857144,5
short,2014/03/27,851,100,880,2014/03/31,880,-2900,-1.0,-3.4077555816686247,3
long,2014/04/02,891,100,861,2014/04/10,890,-100,-0.03333333333333333,-0.11223344556677892,7
long,2014/05/02,905,100,882,2014/05/07,884,-2100,-0.9130434782608695,-2.3204419889502765,2
short,2014/05/28,880,100,897,2014/06/16,888,-800,-0.47058823529411764,-0.9090909090909091,14
long,2014/06/20,894,100,882,2014/06/27,882,-1200,-1.0,-1.342281879194631,6
long,2014/07/01,911,100,892,2014/07/03,892,-1900,-1.0,-2.0856201975850714,3
long,2014/07/17,911,100,884,2014/08/01,926,1500,0.5555555555555556,1.646542261251372,11
long,2014/08/15,957,100,925,2014/09/17,981,2400,0.75,2.507836990595611,23
short,2014/10/10,919,100,955,2014/10/21,948,-2900,-0.8055555555555556,-3.1556039173014145,7
long,2014/11/20,975,100,942,2014/12/09,977,200,0.06060606060606061,0.20512820512820512,13
long,2014/12/22,989,100,965,2015/01/15,1019,3000,1.25,3.0333670374115265,14
long,2015/01/26,1086,100,1028,2015/02/18,1086,0,0.0,0.0,17
short,2015/04/01,1069,100,1104,2015/04/03,1104,-3500,-1.0,-3.274087932647334,3
long,2015/04/15,1123,100,1089,2015/04/20,1090,-3300,-0.9705882352941176,-2.9385574354407837,4
long,2015/04/27,1127,100,1089,2015/05/19,1209,8200,2.1578947368421053,7.275953859804791,13
long,2015/06/24,1228,100,1187,2015/06/29,1187,-4100,-1.0,-3.3387622149837135,4
short,2015/07/09,1150,100,1190.0,2015/07/16,1188,-3800,-0.95,-3.304347826086956,6
short,2015/08/03,1176,100,1234,2015/08/21,1133,4300,0.7413793103448276,3.6564625850340136,15
short,2015/08/24,1100,100,1135,2015/08/27,1135,-3500,-1.0,-3.1818181818181817,4
short,2015/09/07,999,100,1078,2015/09/15,1024,-2500,-0.31645569620253167,-2.5025025025025025,7
long,2015/10/26,1191,100,1119,2015/11/04,1196,500,0.06944444444444445,0.41981528127623846,7
long,2015/11/20,1215,100,1176,2015/12/09,1211,-400,-0.10256410256410256,-0.3292181069958848,13
short,2015/12/11,1190,100,1233,2015/12/28,1146,4400,1.0232558139534884,3.697478991596639,11
long,2016/01/04,1213,100,1140,2016/01/06,1123,-9000,-1.2328767123287672,-7.41962077493817,3
short,2016/01/12,1067,100,1151,2016/01/25,1061,600,0.07142857142857142,0.5623242736644799,10
short,2016/02/08,1029,100,1107,2016/02/19,1034,-500,-0.0641025641025641,-0.4859086491739553,9
short,2016/03/02,986,100,1043.0,2016/03/17,1009,-2300,-0.40350877192982454,-2.332657200811359,12
long,2016/03/30,1021,100,990,2016/04/01,999,-2200,-0.7096774193548387,-2.1547502448579823,3
short,2016/04/01,995,100,1023,2016/04/11,1015,-2000,-0.7142857142857143,-2.0100502512562812,7
long,2016/04/13,1026,100,998,2016/05/02,1050,2400,0.8571428571428571,2.3391812865497075,13
long,2016/05/16,1081,100,1041,2016/06/02,1234,15300,3.825,14.153561517113783,14
long,2016/06/09,1361,100,1274,2016/06/14,1274,-8700,-1.0,-6.39235855988244,4
long,2016/06/28,1346,100,1229,2016/07/21,1449,10300,0.8803418803418803,7.6523031203566125,17
long,2016/07/29,1532,100,1403,2016/08/02,1459,-7300,-0.5658914728682171,-4.765013054830288,3
short,2016/08/17,1336,100,1434,2016/09/01,1337,-100,-0.01020408163265306,-0.07485029940119761,12
long,2016/09/27,1421,100,1340,2016/10/24,1454,3300,0.4074074074074074,2.322308233638283,19
long,2016/10/25,1480,100,1423,2016/11/02,1429,-5100,-0.8947368421052632,-3.445945945945946,7
long,2016/11/30,1467,100,1390,2016/12/07,1454,-1300,-0.16883116883116883,-0.8861622358554875,6
long,2016/12/16,1546,100,1500,2016/12/27,1536,-1000,-0.21739130434782608,-0.646830530401035,7
short,2017/02/01,1470,100,1541,2017/02/22,1449,2100,0.29577464788732394,1.4285714285714286,16
short,2017/03/27,1448,100,1492.0,2017/03/28,1477,-2900,-0.6590909090909091,-2.0027624309392267,2
long,2017/03/29,1489,100,1446,2017/04/04,1446,-4300,-1.0,-2.887844190732035,5
short,2017/04/06,1429,100,1475,2017/04/26,1427,200,0.043478260869565216,0.13995801259622112,15
long,2017/05/12,1476,100,1422,2017/05/23,1477,100,0.018518518518518517,0.06775067750677506,8
long,2017/06/20,1493,100,1450,2017/06/22,1450,-4300,-1.0,-2.8801071667782985,3
short,2017/07/03,1443,100,1484,2017/07/12,1477,-3400,-0.8292682926829268,-2.356202356202356,8
long,2017/07/13,1480,100,1445,2017/07/21,1462,-1800,-0.5142857142857142,-1.2162162162162162,6
short,2017/07/24,1444,100,1476,2017/07/25,1476,-3200,-1.0,-2.21606648199446,2
long,2017/08/16,1478,100,1433,2017/09/04,1468,-1000,-0.2222222222222222,-0.6765899864682002,14
long,2017/09/07,1501,100,1456,2017/09/11,1456,-4500,-1.0,-2.9980013324450367,3
long,2017/09/21,1540,100,1489,2017/10/10,1551,1100,0.21568627450980393,0.7142857142857143,13
long,2017/10/26,1636,100,1569,2017/11/13,1678,4200,0.6268656716417911,2.567237163814181,12
long,2017/12/06,1770,100,1685,2017/12/14,1722,-4800,-0.5647058823529412,-2.711864406779661,7
short,2017/12/20,1714,100,1790,2017/12/27,1730,-1600,-0.21052631578947367,-0.9334889148191364,6
long,2018/01/05,1741,100,1678,2018/01/16,1727,-1400,-0.2222222222222222,-0.80413555427915,7
short,2018/01/30,1695,100,1748,2018/02/16,1598,9700,1.830188679245283,5.722713864306785,13
short,2018/03/05,1565,100,1664,2018/03/09,1608,-4300,-0.43434343434343436,-2.747603833865815,5
long,2018/04/27,1670,100,1598,2018/05/11,1642,-2800,-0.3888888888888889,-1.6766467065868262,8
long,2018/05/15,1683,100,1622,2018/05/28,1665,-1800,-0.29508196721311475,-1.06951871657754,10
long,2018/05/28,1725,100,1676,2018/05/29,1615,-11000,-2.2448979591836733,-6.3768115942028984,2
short,2018/06/06,1588,100,1652,2018/06/14,1616,-2800,-0.4375,-1.7632241813602016,7
short,2018/06/18,1583,100,1649,2018/06/22,1649,-6600,-1.0,-4.169298799747315,5
long,2018/06/29,1695,100,1625,2018/07/04,1645,-5000,-0.7142857142857143,-2.949852507374631,4
short,2018/08/08,1540,100,1609.0,2018/08/15,1567,-2700,-0.391304347826087,-1.753246753246753,6
short,2018/08/20,1499,100,1560,2018/08/27,1528,-2900,-0.47540983606557374,-1.9346230820547032,6
short,2018/09/10,1498,100,1566,2018/09/11,1550,-5200,-0.7647058823529411,-3.4712950600801067,2
long,2018/09/19,1582,100,1511,2018/09/27,1551,-3100,-0.43661971830985913,-1.9595448798988624,6
short,2018/10/15,1512,100,1596,2018/11/08,1467,4500,0.5357142857142857,2.976190476190476,19
short,2018/11/14,1419,100,1476.0,2018/11/21,1440,-2100,-0.3684210526315789,-1.4799154334038054,6
short,2018/12/05,1411,100,1474,2018/12/28,1333,7800,1.2380952380952381,5.527994330262225,17
short,2019/01/18,1288,100,1366,2019/01/30,1285,300,0.038461538461538464,0.2329192546583851,9
long,2019/03/04,1380,100,1330,2019/03/05,1354,-2600,-0.52,-1.884057971014493,2
long,2019/03/14,1382,100,1333,2019/03/25,1359,-2300,-0.46938775510204084,-1.6642547033285093,7
long,2019/03/26,1397,100,1345,2019/04/15,1425,2800,0.5384615384615384,2.0042949176807445,15
