取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益（円）,R倍数,%損益,期間
short,2011/05/13,1762,100,1816,2011/05/31,1796,-3400,-0.6296296296296297,-1.9296254256526675,13
long,2011/06/10,1800,100,1753,2011/06/16,1759,-4100,-0.8723404255319149,-2.2777777777777777,5
short,2011/06/16,1757,100,1798,2011/06/29,1756,100,0.024390243902439025,0.056915196357427436,10
long,2011/07/08,1793,100,1753,2011/07/19,1769,-2400,-0.6,-1.3385387618516453,7
short,2011/07/29,1756,100,1792,2011/08/01,1786,-3000,-0.8333333333333334,-1.7084282460136675,2
short,2011/08/05,1717,100,1755,2011/08/23,1700,1700,0.4473684210526316,0.9900990099009901,13
short,2011/09/06,1688,100,1737,2011/09/09,1719,-3100,-0.6326530612244898,-1.8364928909952605,4
long,2011/09/21,1740,100,1698,2011/09/22,1698,-4200,-1.0,-2.413793103448276,2
long,2011/09/29,1742,100,1697,2011/10/11,1733,-900,-0.2,-0.5166475315729048,8
short,2011/10/20,1692,100,1757,2011/11/09,1639,5300,0.8153846153846154,3.1323877068557917,14
long,2011/12/08,1705,100,1651,2011/12/19,1689,-1600,-0.2962962962962963,-0.9384164222873901,8
short,2012/01/06,1667,100,1711,2012/01/19,1685,-1800,-0.4090909090909091,-1.0797840431913617,9
short,2012/02/06,1671,100,1701,2012/02/14,1666,500,0.16666666666666666,0.2992220227408737,7
long,2012/02/20,1687,100,1659,2012/03/01,1709,2200,0.7857142857142857,1.3040901007705987,9
long,2012/03/09,1752,100,1720,2012/03/28,1721,-3100,-0.96875,-1.7694063926940637,13
short,2012/04/06,1702,100,1744,2012/04/17,1723,-2100,-0.5,-1.2338425381903642,8
long,2012/04/25,1741,100,1697,2012/05/02,1715,-2600,-0.5909090909090909,-1.4933946008041357,5
short,2012/05/07,1701,100,1742,2012/05/28,1653,4800,1.170731707317073,2.821869488536155,16
short,2012/06/08,1611,100,1664,2012/06/21,1576,3500,0.660377358490566,2.1725636250775917,10
short,2012/07/09,1575,100,1613,2012/07/30,1537,3800,1.0,2.412698412698413,15
short,2012/08/15,1515,100,1549,2012/08/24,1541,-2600,-0.7647058823529411,-1.7161716171617163,8
long,2012/09/12,1559,100,1527,2012/10/01,1631,7200,2.25,4.6183450930083385,13
long,2012/10/25,1600,100,1541,2012/11/08,1564,-3600,-0.6101694915254238,-2.25,11
long,2012/11/28,1654,100,1591,2012/12/03,1610,-4400,-0.6984126984126984,-2.6602176541717046,4
long,2012/12/06,1663,100,1604,2012/12/20,1670,700,0.11864406779661017,0.4209260372820205,11
long,2013/01/04,1719,100,1676,2013/01/16,1733,1400,0.32558139534883723,0.8144269924374636,8
long,2013/02/07,1730,100,1691,2013/02/13,1695,-3500,-0.8974358974358975,-2.023121387283237,4
long,2013/02/28,1759,100,1712,2013/03/25,1818,5900,1.2553191489361701,3.3541785105173396,17
short,2013/04/03,1655,100,1724,2013/04/04,1724,-6900,-1.0,-4.169184290030212,2
long,2013/04/12,1791,100,1702,2013/05/22,1919,12800,1.4382022471910112,7.146845337800112,26
short,2013/05/28,1769,100,1859,2013/06/13,1754,1500,0.16666666666666666,0.8479366873940078,13
short,2013/06/21,1686,100,1781,2013/06/28,1723,-3700,-0.3894736842105263,-2.1945432977461445,6
long,2013/07/12,1790,100,1725,2013/07/26,1790,0,0.0,0.0,10
long,2013/08/13,1800,100,1735,2013/08/20,1774,-2600,-0.4,-1.4444444444444444,6
short,2013/08/26,1749,100,1813,2013/09/04,1777,-2800,-0.4375,-1.6009148084619784,8
long,2013/09/26,1793,100,1747,2013/10/01,1769,-2400,-0.5217391304347826,-1.3385387618516453,4
short,2013/10/01,1755,100,1800,2013/10/11,1794,-3900,-0.8666666666666667,-2.2222222222222223,9
long,2013/10/11,1812,100,1773,2013/11/05,1856,4400,1.1282051282051282,2.4282560706401766,16
long,2013/11/12,1906,100,1854,2013/11/29,1941,3500,0.6730769230769231,1.8363064008394543,14
long,2013/12/27,1956,100,1912,2014/01/08,1929,-2700,-0.6136363636363636,-1.3803680981595092,5
short,2014/01/24,1924,100,1978,2014/02/04,1909,1500,0.2777777777777778,0.7796257796257797,8
long,2014/02/10,1956,100,1886,2014/03/03,1945,-1100,-0.15714285714285714,-0.5623721881390593,15
long,2014/03/04,1979,100,1915,2014/03/14,2004,2500,0.390625,1.263264274886306,9
long,2014/03/18,2044,100,1989,2014/04/08,2106,6200,1.1272727272727272,3.0332681017612524,15
long,2014/05/01,2075,100,2018,2014/05/07,2020,-5500,-0.9649122807017544,-2.6506024096385543,3
short,2014/05/08,1985,100,2044,2014/05/26,1884,10100,1.7118644067796611,5.08816120906801,13
long,2014/06/30,2009,100,1957,2014/07/08,2004,-500,-0.09615384615384616,-0.24888003982080636,7
long,2014/07/28,2005,100,1955,2014/07/31,1962,-4300,-0.86,-2.144638403990025,4
short,2014/08/28,1959,100,2008,2014/09/22,1993,-3400,-0.6938775510204082,-1.7355793772332824,17
long,2014/09/25,1996,100,1955,2014/09/30,1979,-1700,-0.4146341463414634,-0.8517034068136272,4
short,2014/10/03,1950,100,1993,2014/10/22,1932,1800,0.4186046511627907,0.9230769230769231,13
long,2014/10/27,1981,100,1924,2014/11/10,1990,900,0.15789473684210525,0.4543160020191822,10
short,2014/12/12,1953,100,1995,2014/12/19,1962,-900,-0.21428571428571427,-0.4608294930875576,6
long,2015/01/14,2016,100,1966,2015/03/10,2424,40800,8.16,20.238095238095237,39
short,2015/04/01,2220,100,2307,2015/04/17,2200,2000,0.22988505747126436,0.9009009009009009,13
short,2015/04/27,2130,100,2202,2015/05/11,2202,-7200,-1.0,-3.3802816901408446,7
long,2015/05/19,2240,100,2157,2015/06/29,2478,23800,2.8674698795180724,10.625,30
long,2015/07/15,2518,100,2391,2015/07/27,2490,-2800,-0.2204724409448819,-1.1119936457505957,8
short,2015/08/04,2426,100,2540,2015/09/15,2184,24200,2.1228070175438596,9.975267930750206,31
short,2015/10/01,2131,100,2252.0,2015/10/02,2200,-6900,-0.5702479338842975,-3.2379164711403097,2
long,2015/10/14,2341,100,2230,2015/10/20,2285,-5600,-0.5045045045045045,-2.392140111063648,5
short,2015/11/05,2227,100,2354,2015/11/12,2346,-11900,-0.937007874015748,-5.343511450381679,6
long,2015/11/13,2374,100,2248,2015/11/26,2315,-5900,-0.46825396825396826,-2.485256950294861,9
short,2015/12/09,2300,100,2391,2015/12/17,2386,-8600,-0.945054945054945,-3.739130434782609,7
long,2015/12/18,2389,100,2301,2015/12/21,2301,-8800,-1.0,-3.683549602344077,2
short,2016/01/05,2292,100,2392,2016/01/25,2192,10000,1.0,4.363001745200698,14
long,2016/02/01,2305,100,2181,2016/02/03,2200,-10500,-0.8467741935483871,-4.55531453362256,3
short,2016/02/10,2161,100,2293,2016/02/26,2058,10300,0.7803030303030303,4.766311892642295,12
long,2016/03/28,2209,100,2113,2016/04/01,2185,-2400,-0.25,-1.0864644635581713,5
long,2016/04/25,2143,100,2046,2016/05/02,2047,-9600,-0.9896907216494846,-4.479701353243117,5
short,2016/05/16,2035,100,2129,2016/05/26,2000,3500,0.3723404255319149,1.71990171990172,9
short,2016/06/14,1977,100,2046,2016/07/05,1935,4200,0.6086956521739131,2.12443095599393,16
short,2016/07/28,1878,100,1955,2016/08/12,1858,2000,0.2597402597402597,1.0649627263045793,11
short,2016/08/22,1776,100,1849,2016/08/29,1801,-2500,-0.3424657534246575,-1.4076576576576576,6
short,2016/08/31,1770,100,1833,2016/09/01,1802,-3200,-0.5079365079365079,-1.807909604519774,2
short,2016/09/20,1780,100,1829,2016/09/23,1829,-4900,-1.0,-2.752808988764045,3
long,2016/09/26,1849,100,1797,2016/11/09,1991,14200,2.730769230769231,7.679826933477556,31
long,2016/12/01,2024,100,1944,2016/12/29,2106,8200,1.025,4.051383399209486,20
long,2017/02/14,2188,100,2115,2017/02/20,2136,-5200,-0.7123287671232876,-2.376599634369287,5
long,2017/02/24,2195,100,2127,2017/03/09,2176,-1900,-0.27941176470588236,-0.8656036446469247,10
long,2017/03/14,2220,100,2167,2017/03/16,2168,-5200,-0.9811320754716981,-2.3423423423423424,3
short,2017/03/24,2117,100,2170,2017/04/05,2091,2600,0.49056603773584906,1.228153046764289,9
short,2017/04/20,2006,100,2087,2017/04/21,2048,-4200,-0.5185185185185185,-2.0937188434695915,2
long,2017/05/09,2166,100,2091,2017/05/15,2065,-10100,-1.3466666666666667,-4.66297322253001,5
short,2017/05/30,2015,100,2082,2017/06/05,2046,-3100,-0.4626865671641791,-1.5384615384615385,5
short,2017/06/14,1999,100,2050,2017/07/03,1991,800,0.1568627450980392,0.400200100050025,14
short,2017/07/13,1960,100,1999,2017/07/27,1965,-500,-0.1282051282051282,-0.25510204081632654,10
short,2017/08/03,1940,100,1975,2017/08/18,1929,1100,0.3142857142857143,0.5670103092783505,11
short,2017/09/05,1929,100,1967,2017/09/13,1941,-1200,-0.3157894736842105,-0.6220839813374806,7
long,2017/09/21,1953,100,1917,2017/10/04,1919,-3400,-0.9444444444444444,-1.7409114183307732,10
long,2017/10/18,1986,100,1948,2017/10/27,1990,400,0.10526315789473684,0.2014098690835851,8
short,2017/11/16,1930,100,1978,2017/11/20,1978,-4800,-1.0,-2.4870466321243523,3
long,2017/11/28,2012,100,1961,2017/12/18,2019,700,0.13725490196078433,0.34791252485089463,15
long,2017/12/28,2046,100,2008,2018/01/11,2041,-500,-0.13157894736842105,-0.24437927663734116,7
long,2018/01/29,2081,100,2042,2018/01/30,2042,-3900,-1.0,-1.8740989908697743,2
short,2018/02/01,2012,100,2055.0,2018/02/16,2019,-700,-0.16279069767441862,-0.34791252485089463,11
long,2018/02/27,2116,100,2041,2018/03/02,2058,-5800,-0.7733333333333333,-2.7410207939508506,4
short,2018/03/09,2040,100,2105,2018/03/27,2042,-200,-0.03076923076923077,-0.09803921568627451,12
short,2018/04/18,2019,100,2081,2018/05/09,1993,2600,0.41935483870967744,1.2877662209014362,13
long,2018/05/15,2027,100,1962,2018/05/23,2073,4600,0.7076923076923077,2.2693635915145536,7
short,2018/05/30,2022,100,2100,2018/06/27,1978,4400,0.5641025641025641,2.1760633036597428,21
short,2018/06/29,1921,100,1975,2018/07/03,1975,-5400,-1.0,-2.8110359187922955,3
long,2018/07/27,2018,100,1947,2018/07/31,1986,-3200,-0.4507042253521127,-1.5857284440039643,3
short,2018/08/03,1950,100,2001,2018/08/16,1928,2200,0.43137254901960786,1.1282051282051282,10
short,2018/09/06,1905,100,1946,2018/09/14,1927,-2200,-0.5365853658536586,-1.1548556430446193,7
long,2018/09/21,1949,100,1910,2018/10/11,1927,-2200,-0.5641025641025641,-1.1287839917906617,13
short,2018/10/16,1899,100,1943.0,2018/10/18,1943.0,-4400.0,-1.0,-2.3170089520800423,3
long,2018/11/06,2035,100,1976,2018/11/13,2014,-2100,-0.3559322033898305,-1.0319410319410318,6
long,2018/11/28,2031,100,1955,2018/12/04,1997,-3400,-0.4473684210526316,-1.674052191038897,5
short,2018/12/19,1964,100,2021,2019/01/07,1972,-800,-0.14035087719298245,-0.40733197556008144,9
short,2019/02/07,1962,100,2017.0,2019/02/18,1959,300,0.05454545454545454,0.1529051987767584,7
long,2019/02/28,1983,100,1929,2019/03/08,1956,-2700,-0.5,-1.361573373676248,7
long,2019/03/19,1996,100,1959,2019/03/25,1967,-2900,-0.7837837837837838,-1.4529058116232465,4
