取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益（円）,R倍数,%損益,期間
long,2013/02/21,2101,100,2044,2013/03/26,2279,17800,3.1228070175438596,8.472156116135174,23
short,2013/04/02,1990,100,2081.0,2013/04/04,2081.0,-9100.0,-1.0,-4.572864321608041,3
long,2013/04/23,2591,100,2384,2013/05/01,2384,-20700,-1.0,-7.989193361636433,6
long,2013/05/22,2570,100,2334,2013/05/24,2357,-21300,-0.902542372881356,-8.28793774319066,3
long,2013/05/31,2581,100,2410,2013/06/05,2410,-17100,-1.0,-6.6253390158853165,4
short,2013/06/07,2219,100,2640.0,2013/06/18,2461,-24200,-0.5748218527315915,-10.905813429472735,8
long,2013/06/24,2541,100,2033,2013/06/27,2319,-22200,-0.43700787401574803,-8.736717827626919,4
long,2013/07/02,2721,100,2256,2013/07/18,2849,12800,0.2752688172043011,4.704152884968762,12
short,2013/08/21,2569,100,2745.0,2013/09/03,2713.0,-14400.0,-0.8181818181818182,-5.605293888672636,10
long,2013/09/27,2860,100,2716,2013/10/03,2716,-14400,-1.0,-5.034965034965035,5
short,2013/10/08,2579,100,2746.0,2013/10/11,2671,-9200,-0.5508982035928144,-3.5672741372625048,4
short,2013/11/01,2629,100,2747.0,2013/11/15,2651,-2200,-0.1864406779661017,-0.8368200836820083,10
long,2013/11/19,2751,100,2643,2013/11/22,2645,-10600,-0.9814814814814815,-3.8531443111595785,4
short,2013/12/18,2609,100,2670.0,2013/12/26,2631,-2200,-0.36065573770491804,-0.8432349559218091,6
long,2013/12/27,2660,100,2612,2014/01/27,2670,1000,0.20833333333333334,0.37593984962406013,17
short,2014/02/04,2580,100,2647.0,2014/02/07,2647.0,-6700.0,-1.0,-2.5968992248062017,4
long,2014/02/12,2701,100,2614,2014/02/17,2614,-8700,-1.0,-3.221029248426509,4
long,2014/02/24,2721,100,2622,2014/02/28,2679,-4200,-0.42424242424242425,-1.5435501653803747,5
short,2014/03/27,2560,100,2626.0,2014/03/28,2626.0,-6600.0,-1.0,-2.578125,2
short,2014/04/11,2550,100,2629.0,2014/04/16,2611,-6100,-0.7721518987341772,-2.392156862745098,4
short,2014/05/07,2609,100,2675.0,2014/05/26,2561,4800,0.7272727272727273,1.8397853583748562,14
long,2014/05/27,2591,100,2533,2014/06/10,2599,800,0.13793103448275862,0.3087610961018912,11
short,2014/06/11,2540,100,2591.0,2014/06/17,2591.0,-5100.0,-1.0,-2.0078740157480315,5
long,2014/06/25,2621,100,2563,2014/06/27,2564,-5700,-0.9827586206896551,-2.174742464708127,3
long,2014/07/23,2631,100,2574,2014/08/01,2570,-6100,-1.0701754385964912,-2.3185100722158873,8
short,2014/08/06,2549,100,2610.0,2014/08/14,2540,900,0.14754098360655737,0.3530796390741467,7
long,2014/09/19,2581,100,2549,2014/09/22,2549,-3200,-1.0,-1.239829523440527,2
long,2014/09/26,2640,100,2602,2014/09/30,2602,-3800,-1.0,-1.4393939393939394,3
short,2014/10/14,2500,100,2563.0,2014/10/24,2500,0,0.0,0.0,9
long,2014/10/29,2581,100,2492,2014/12/11,2690,10900,1.2247191011235956,4.2231693142192945,30
long,2014/12/30,2751,100,2678,2015/03/11,2979,22800,3.1232876712328768,8.287895310796074,47
long,2015/03/12,3025,100,2969,2015/03/26,2999,-2600,-0.4642857142857143,-0.859504132231405,11
short,2015/04/01,2819,100,2887.0,2015/05/08,2801,1800,0.2647058823529412,0.6385242993969493,24
long,2015/05/29,2881,100,2801,2015/06/22,2879,-200,-0.025,-0.06942034015966678,17
short,2015/07/09,2800,100,2874.0,2015/07/17,2860,-6000,-0.8108108108108109,-2.142857142857143,7
short,2015/08/03,2769,100,2841.0,2015/09/01,2690,7900,1.0972222222222223,2.853015529071867,22
short,2015/09/24,2500,100,2600.0,2015/09/28,2589.0,-8900.0,-0.89,-3.56,3
long,2015/10/23,2651,100,2578,2015/10/28,2619,-3200,-0.4383561643835616,-1.2070916635231987,4
long,2015/11/11,2691,100,2639,2015/11/16,2659,-3200,-0.6153846153846154,-1.1891490152359718,4
long,2015/12/03,2691,100,2643,2015/12/09,2659,-3200,-0.6666666666666666,-1.1891490152359718,5
short,2015/12/10,2649,100,2699.0,2015/12/24,2699.0,-5000.0,-1.0,-1.8875047187617968,10
long,2015/12/30,2751,100,2669,2016/01/08,2700,-5100,-0.6219512195121951,-1.8538713195201746,6
short,2016/01/18,2619,100,2727.0,2016/01/27,2621,-200,-0.018518518518518517,-0.07636502481863307,8
long,2016/01/28,2661,100,2550,2016/02/05,2659,-200,-0.018018018018018018,-0.0751597143930853,7
short,2016/02/10,2579,100,2691.0,2016/02/22,2611,-3200,-0.2857142857142857,-1.240791004265219,8
long,2016/03/02,2680,100,2580,2016/03/28,2699,1900,0.19,0.7089552238805971,18
short,2016/05/02,2569,100,2659.0,2016/05/16,2646.0,-7700.0,-0.8555555555555555,-2.997275204359673,8
long,2016/05/19,2651,100,2575,2016/06/13,2669,1800,0.23684210526315788,0.6789890607317993,18
short,2016/08/05,2599,100,2657.0,2016/08/08,2657.0,-5800.0,-1.0,-2.23162754905733,2
long,2016/08/10,2661,100,2607,2016/08/16,2608,-5300,-0.9814814814814815,-1.9917324314167606,4
long,2016/09/07,2701,100,2652,2016/09/16,2656,-4500,-0.9183673469387755,-1.6660496112550907,8
long,2016/09/21,2711,100,2660,2016/10/07,2724,1300,0.2549019607843137,0.47952784950202876,12
long,2016/10/19,2771,100,2716,2016/10/31,2748,-2300,-0.41818181818181815,-0.8300252616383976,9
short,2016/11/07,2685,100,2739,2016/11/18,2654,3100,0.5740740740740741,1.1545623836126628,10
short,2016/12/09,2657,100,2707,2016/12/12,2692,-3500,-0.7,-1.3172751223184043,2
long,2017/01/04,2746,100,2694,2017/01/12,2719,-2700,-0.5192307692307693,-0.9832483612527313,6
short,2017/01/17,2695,100,2742,2017/01/20,2731,-3600,-0.7659574468085106,-1.3358070500927643,4
long,2017/02/09,2740,100,2702,2017/03/29,3050,31000,8.157894736842104,11.313868613138686,34
short,2017/04/11,2906,100,3010,2017/04/20,2904,200,0.019230769230769232,0.06882312456985547,8
long,2017/05/17,3075,100,2996,2017/05/29,3070,-500,-0.06329113924050633,-0.16260162601626016,9
long,2017/06/13,3120,100,3025,2017/06/26,3105,-1500,-0.15789473684210525,-0.4807692307692308,10
short,2017/06/30,3045,100,3140,2017/07/03,3125,-8000,-0.8421052631578947,-2.6272577996715927,2
long,2017/08/07,3250,100,3170,2017/08/23,3270,2000,0.25,0.6153846153846154,12
long,2017/08/29,3380,100,3270,2017/09/05,3270,-11000,-1.0,-3.2544378698224854,6
long,2017/10/03,3420,100,3305,2017/10/25,3595,17500,1.5217391304347827,5.116959064327485,16
long,2017/11/06,3715,100,3555,2017/11/08,3615,-10000,-0.625,-2.6917900403768504,3
long,2017/11/29,3745,100,3580,2018/01/15,4260,51500,3.121212121212121,13.75166889185581,30
long,2018/01/29,4330,100,4160,2018/01/30,4205,-12500,-0.7352941176470589,-2.886836027713626,2
short,2018/02/09,3800,100,3980,2018/02/19,3870,-7000,-0.3888888888888889,-1.8421052631578945,6
short,2018/03/02,3735,100,3925,2018/03/08,3865,-13000,-0.6842105263157895,-3.4805890227576977,5
short,2018/03/26,3780,100,3900,2018/03/27,3900,-12000,-1.0,-3.1746031746031744,2
short,2018/04/03,3690,100,3820,2018/04/05,3820,-13000,-1.0,-3.523035230352303,3
short,2018/04/23,3730,100,3860,2018/05/01,3780,-5000,-0.38461538461538464,-1.3404825737265416,6
long,2018/05/10,3850,100,3750,2018/05/21,3785,-6500,-0.65,-1.6883116883116882,8
short,2018/05/22,3755,100,3850,2018/05/30,3850,-9500,-1.0,-2.5299600532623168,7
short,2018/06/07,3705,100,3820,2018/06/11,3815,-11000,-0.9565217391304348,-2.968960863697706,3
short,2018/06/19,3680,100,3790,2018/07/17,3495,18500,1.6818181818181819,5.0271739130434785,20
short,2018/08/01,3470,100,3595,2018/09/14,3190,28000,2.24,8.069164265129682,33
long,2018/09/19,3330,100,3215,2018/10/03,3355,2500,0.21739130434782608,0.7507507507507507,10
short,2018/10/12,3170,100,3310.0,2018/11/02,3110,6000,0.42857142857142855,1.8927444794952681,16
short,2018/11/14,3005,100,3160,2018/11/26,3105,-10000,-0.6451612903225806,-3.3277870216306153,8
long,2018/11/28,3170,100,3030,2018/12/10,3160,-1000,-0.07142857142857142,-0.31545741324921134,9
short,2018/12/17,3025,100,3160.0,2019/01/07,2909,11600,0.8592592592592593,3.834710743801653,11
short,2019/01/28,2807,100,2957,2019/02/05,2802,500,0.03333333333333333,0.17812611328820804,7
long,2019/02/13,2910,100,2824,2019/03/08,2975,6500,0.7558139534883721,2.2336769759450172,18
long,2019/03/15,3040,100,2968,2019/03/27,2860,-18000,-2.5,-5.921052631578947,8
short,2019/04/03,2795,100,2907,2019/04/10,2837,-4200,-0.375,-1.5026833631484795,6
short,2019/04/10,2747,100,2857,2019/04/15,2857,-11000,-1.0,-4.004368401892974,4
