1301,東１,100
1305,東１,100
1306,東１,100
1308,東１,100
1309,東１,100
1310,東１,100
1311,東１,100
1312,東１,100
1313,東１,100
1314,東１,100
1319,東２,100
1320,東１,100
1321,東１,100
1322,東１,100
1323,東１,100
1324,東１,100
1325,東１,100
1326,東１,100
1327,東１,100
1328,東１,100
1329,東１,100
1330,東１,100
1332,東１,100
1333,東１,100
1343,東１,100
1344,東１,100
1345,東１,100
1346,東１,100
1347,東１,100
1348,東１,100
1349,東１,100
1352,東１,100
1356,東１,100
1357,東１,100
1358,東１,100
1360,東１,100
1361,東１,100
1362,東１,100
1363,東１,100
1364,東１,100
1365,東１,100
1366,東１,100
1367,東１,100
1368,東１,100
1369,東１,100
1376,東１,100
1377,東１,100
1379,東１,100
1380,ＪＱ,100
1381,ＪＱ,100
1382,ＪＱ,100
1383,ＪＱ,100
1384,東１,100
1385,東１,100
1386,東１,100
1387,東１,100
1388,東１,100
1389,東１,100
1390,東１,100
1391,東１,100
1392,東１,100
1393,東１,100
1394,東１,100
1397,東１,100
1398,東１,100
1399,東１,100
1400,ＪＱ,100
1401,東マ,100
1407,ＪＱ,100
1412,東１,100
1413,東１,100
1414,東１,100
1417,東１,100
1418,ＪＱ,100
1419,東１,100
1420,東１,100
1429,東１,100
1430,東１,100
1432,東マ,100
1433,東１,100
1434,東２,100
1435,東１,100
1436,東マ,100
1439,ＪＱ,100
1440,東マ,100
1443,東２,100
1444,東マ,100
1445,東マ,100
1446,東マ,100
1447,東マ,100
1448,東１,100
1450,ＪＱ,100
1451,東２,100
1456,東１,100
1457,東１,100
1458,東１,100
1459,東１,100
1460,東１,100
1464,東１,100
1465,東１,100
1466,東１,100
1467,東１,100
1468,東１,100
1469,東１,100
1470,東１,100
1471,東１,100
1472,東１,100
1473,東１,100
1474,東１,100
1475,東１,100
1476,東１,100
1477,東１,100
1478,東１,100
1479,東１,100
1480,東１,100
1481,東１,100
1482,東１,100
1483,東１,100
1484,東１,100
1485,東１,100
1486,東１,100
1487,東１,100
1488,東１,100
1489,東１,100
1490,東１,100
1491,東２,100
1492,東１,100
1493,東１,100
1494,東１,100
1495,東１,100
1496,東１,100
1497,東１,100
1498,東１,100
1499,東１,100
1514,東１,100
1515,東１,100
1518,東１,100
1540,東１,100
1541,東１,100
1542,東１,100
1543,東１,100
1545,東１,100
1546,東１,100
1547,東１,100
1548,東１,100
1549,東１,100
1550,東１,100
1551,東１,100
1552,東１,100
1554,東１,100
1555,東１,100
1557,東１,100
1559,東１,100
1560,東１,100
1561,東１,100
1563,東１,100
1565,東１,100
1566,東１,100
1567,東１,100
1568,東１,100
1569,東１,100
1570,東１,100
1571,東１,100
1572,東１,100
1573,東１,100
1574,東１,100
1575,東１,100
1576,東１,100
1577,東１,100
1578,東１,100
1579,東１,100
1580,東１,100
1581,東１,100
1582,東１,100
1583,東１,100
1584,東１,100
1585,東１,100
1586,東１,100
1587,東１,100
1588,東１,100
1589,東１,100
1590,東１,100
1591,東１,100
1592,東１,100
1593,東１,100
1595,東１,100
1596,東１,100
1597,東１,100
1598,東１,100
1599,東１,100
1605,東１,100
1610,東１,100
1612,東１,100
1613,東１,100
1615,東１,100
1617,東１,100
1618,東１,100
1619,東１,100
1620,東１,100
1621,東１,100
1622,東１,100
1623,東１,100
1624,東１,100
1625,東１,100
1626,東１,100
1627,東１,100
1628,東１,100
1629,東１,100
1630,東１,100
1631,東１,100
1632,東１,100
1633,東１,100
1634,東１,100
1635,東１,100
1636,東１,100
1637,東１,100
1638,東１,100
1639,東１,100
1640,東１,100
1641,東１,100
1642,東１,100
1643,東１,100
1644,東１,100
1645,東１,100
1646,東１,100
1647,東１,100
1648,東１,100
1649,東１,100
1650,東１,100
1651,東１,100
1652,東１,100
1653,東１,100
1654,東１,100
1655,東１,100
1656,東１,100
1657,東１,100
1658,東１,100
1659,東１,100
1660,東１,100
1662,東１,100
1663,東１,100
1670,東１,100
1671,東１,100
1672,東１,100
1673,東１,100
1674,東１,100
1675,東１,100
1676,東１,100
1677,東１,100
1678,東１,100
1679,東１,100
1680,東１,100
1681,東１,100
1682,東１,100
1683,東１,100
1684,東１,100
1685,東１,100
1686,東１,100
1687,東１,100
1688,東１,100
1689,東１,100
1690,東１,100
1691,東１,100
1692,東１,100
1693,東１,100
1694,東１,100
1695,東１,100
1696,東１,100
1697,東１,100
1698,東１,100
1699,東１,100
1711,東２,100
1712,東１,100
1716,東１,100
1717,東２,100
1718,ＪＱ,100
1719,東１,100
1720,東１,100
1721,東１,100
1722,東１,100
1723,ＪＱ,100
1724,ＪＱ,100
1726,東１,100
1728,ＪＱ,100
1730,ＪＱ,100
1736,ＪＱ,100
1737,東２,100
1739,ＪＱ,100
1743,東２,100
1757,東２,100
1758,ＪＱ,100
1762,東１,100
1764,東２,100
1766,東１,100
1768,東１,100
1770,ＪＱ,100
1773,東１,100
1775,東２,100
1776,東２,100
1780,東１,100
1782,ＪＱ,100
1783,ＪＱ,100
1787,ＪＱ,100
1788,ＪＱ,100
1789,ＪＱ,100
1793,ＪＱ,100
1795,ＪＱ,100
1798,ＪＱ,100
1799,ＪＱ,100
1801,東１,100
1802,東１,100
1803,東１,100
1805,東１,100
1807,ＪＱ,100
1808,東１,100
1810,東１,100
1811,東１,100
1812,東１,100
1813,東１,100
1814,東１,100
1815,東１,100
1820,東１,100
1821,東１,100
1822,東１,100
1824,東１,100
1826,東１,100
1827,東１,100
1828,東２,100
1833,東１,100
1835,東１,100
1840,東２,100
1841,ＪＱ,100
1844,東２,100
1847,東１,100
1848,東１,100
1850,東２,100
1852,東１,100
1853,東２,100
1860,東１,100
1861,東１,100
1865,東１,100
1866,東１,100
1867,東１,100
1870,東１,100
1871,東１,100
1873,東１,100
1878,東１,100
1879,東１,100
1881,東１,100
1882,東１,100
1883,東１,100
1884,東１,100
1885,東１,100
1887,東１,100
1888,東１,100
1890,東１,100
1893,東１,100
1897,東２,100
1898,東１,100
1899,東１,100
1904,ＪＱ,100
1905,ＪＱ,100
1906,ＪＱ,100
1909,東１,100
1911,東１,100
1914,東１,100
1921,東１,100
1925,東１,100
1926,東１,100
1928,東１,100
1929,東１,100
1930,東１,100
1934,東１,100
1938,東２,100
1939,東１,100
1941,東１,100
1942,東１,100
1944,東１,100
1945,東１,100
1946,東１,100
1948,東２,100
1949,東１,100
1950,東１,100
1951,東１,100
1952,東１,100
1954,東１,100
1959,東１,100
1960,東２,100
1961,東１,100
1963,東１,100
1964,東１,100
1965,東２,100
1966,東２,100
1967,東１,100
1968,東１,100
1969,東１,100
1971,東２,100
1972,東１,100
1973,東１,100
1975,東１,100
1976,東１,100
1979,東１,100
1980,東１,100
1981,ＪＱ,100
1982,東１,100
1983,東１,100
1992,ＪＱ,100
1994,ＪＱ,100
1997,ＪＱ,100
2001,東１,100
2002,東１,100
2003,東１,100
2004,東１,100
2009,東１,100
2031,東１,100
2032,東１,100
2033,東１,100
2034,東１,100
2035,東１,100
2036,東１,100
2037,東１,100
2038,東１,100
2039,東１,100
2040,東１,100
2041,東１,100
2042,東１,100
2043,東１,100
2044,東１,100
2045,東１,100
2046,東１,100
2047,東１,100
2048,東１,100
2049,東１,100
2053,東１,100
2055,東２,100
2060,東１,100
2065,東１,100
2066,東１,100
2067,東１,100
2068,東１,100
2069,東１,100
2107,東１,100
2108,東１,100
2109,東１,100
2112,東１,100
2114,東２,100
2117,東１,100
2120,東１,100
2121,東マ,100
2122,東マ,100
2124,東１,100
2127,東１,100
2130,東１,100
2134,ＪＱ,100
2136,ＪＱ,100
2138,ＪＱ,100
2139,東１,100
2144,ＪＱ,100
2146,ＪＱ,100
2148,東１,100
2149,東マ,100
2150,東マ,100
2151,東１,100
2152,ＪＱ,100
2153,東１,100
2154,東１,100
2156,ＪＱ,100
2157,東１,100
2158,東マ,100
2159,東２,100
2160,東マ,100
2162,ＪＱ,100
2163,東１,100
2164,ＪＱ,100
2168,東１,100
2169,東１,100
2170,東１,100
2173,ＪＱ,100
2174,東１,100
2175,東１,100
2176,ＪＱ,100
2178,東マ,100
2179,ＪＱ,100
2180,東１,100
2181,東１,100
2183,東１,100
2185,ＪＱ,100
2186,ＪＱ,100
2191,ＪＱ,100
2193,東１,100
2195,ＪＱ,100
2196,東１,100
2198,東１,100
2201,東１,100
2204,東１,100
2206,東１,100
2207,東１,100
2208,東２,100
2209,東１,100
2211,東１,100
2212,東１,100
2215,東１,100
2216,東２,100
2217,東１,100
2220,東１,100
2221,ＪＱ,100
2222,東１,100
2224,ＪＱ,100
2226,ＪＱ,100
2229,東１,100
2230,東マ,100
2264,東１,100
2266,東１,100
2267,東１,100
2268,ＪＱ,100
2269,東１,100
2270,東１,100
2281,東１,100
2282,東１,100
2286,東１,100
2288,東１,100
2291,東２,100
2292,東１,100
2293,ＪＱ,100
2294,ＪＱ,100
2296,東１,100
2300,ＪＱ,100
2301,東１,100
2303,ＪＱ,100
2304,ＪＱ,100
2305,東１,100
2307,東１,100
2309,東１,100
2311,東２,100
2315,ＪＱ,100
2317,東１,100
2321,ＪＱ,100
2323,ＪＱ,100
2325,東１,100
2326,東１,100
2327,東１,100
2329,ＪＱ,100
2330,ＪＱ,100
2331,東１,100
2332,ＪＱ,100
2334,東マ,100
2335,東１,100
2336,東マ,100
2337,東１,100
2338,東２,100
2340,ＪＱ,100
2341,ＪＱ,100
2342,東マ,100
2344,ＪＱ,100
2345,東２,100
2349,ＪＱ,100
2351,東マ,100
2352,東１,100
2353,東１,100
2354,東２,100
2359,東１,100
2362,ＪＱ,100
2370,東マ,100
2371,東１,100
2372,東１,100
2373,ＪＱ,100
2374,東１,100
2375,東２,100
2376,東１,100
2378,東１,100
2379,東１,100
2384,東１,100
2385,東マ,100
2388,ＪＱ,100
2389,東１,100
2391,ＪＱ,100
2393,東２,100
2395,東１,100
2397,東２,100
2398,東１,100
2402,東マ,100
2404,東２,100
2405,東２,100
2406,ＪＱ,100
2408,ＪＱ,100
2410,東１,100
2411,ＪＱ,100
2412,東１,100
2413,東１,100
2415,ＪＱ,100
2417,東２,100
2418,東１,100
2424,東１,100
2425,ＪＱ,100
2427,東１,100
2428,東１,100
2429,東１,100
2432,東１,100
2433,東１,100
2435,ＪＱ,100
2436,ＪＱ,100
2437,ＪＱ,100
2438,東マ,100
2440,東１,100
2445,東１,100
2449,ＪＱ,100
2452,東マ,100
2453,東１,100
2454,ＪＱ,100
2459,東２,100
2461,東１,100
2462,東１,100
2464,東１,100
2468,東２,100
2469,ＪＱ,100
2471,東２,100
2475,東１,100
2477,東マ,100
2479,ＪＱ,100
2480,ＪＱ,100
2481,ＪＱ,100
2483,ＪＱ,100
2484,ＪＱ,100
2485,東１,100
2487,東１,100
2488,ＪＱ,100
2489,東マ,100
2491,東１,100
2492,東１,100
2493,ＪＱ,100
2497,東マ,100
2498,ＪＱ,100
2499,東２,100
2501,東１,100
2502,東１,100
2503,東１,100
2510,東１,100
2511,東１,100
2512,東１,100
2513,東１,100
2514,東１,100
2515,東１,100
2516,東１,100
2517,東１,100
2518,東１,100
2519,東１,100
2520,東１,100
2521,東１,100
2522,東１,100
2523,東１,100
2524,東１,100
2525,東１,100
2526,東１,100
2527,東１,100
2528,東１,100
2529,東１,100
2531,東１,100
2533,東１,100
2540,東１,100
2573,東２,100
2579,東１,100
2586,東マ,100
2587,東１,100
2588,東２,100
2590,東１,100
2593,東１,100
25935,東１,100
2594,東１,100
2597,東１,100
2599,東１,100
2602,東１,100
2607,東１,100
2608,東２,100
2612,東１,100
2613,東１,100
2651,東１,100
2652,東２,100
2653,ＪＱ,100
2654,東２,100
2655,東２,100
2656,ＪＱ,100
2659,東１,100
2664,東１,100
2666,ＪＱ,100
2667,ＪＱ,100
2668,東２,100
2669,ＪＱ,100
