取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益（円）,R倍数,%損益,期間
long,2009/07/13,1320,100,1211,2009/07/13,1211,-10900,-1.0,-8.257575757575758,1
long,2009/07/14,1220,100,1104,2009/07/27,1340,12000,1.0344827586206897,9.836065573770492,9
short,2010/01/13,1150,100,1181,2010/01/21,1060,9000,2.903225806451613,7.82608695652174,7
short,2010/12/08,1070,100,1094.0,2010/12/09,1094.0,-2400.0,-1.0,-2.2429906542056073,2
short,2011/04/01,1000,100,1080.0,2011/04/04,1010,-1000,-0.125,-1.0,2
long,2011/08/08,870,100,844,2011/08/09,840,-3000,-1.1538461538461537,-3.4482758620689653,2
short,2011/08/30,910,100,1021.0,2011/09/09,910,0,0.0,0.0,9
short,2011/10/28,880,100,986.0,2011/11/01,986.0,-10600.0,-1.0,-12.045454545454545,3
long,2012/03/07,1150,100,1091,2012/03/09,1220,7000,1.1864406779661016,6.086956521739131,3
short,2012/06/22,1050,100,1080,2012/06/25,1080,-3000,-1.0,-2.857142857142857,2
short,2012/06/26,1040,100,1068,2012/06/27,1080,-4000,-1.4285714285714286,-3.8461538461538463,2
short,2012/06/28,1090,100,1121,2012/06/29,1120.0,-3000.0,-0.967741935483871,-2.7522935779816518,2
long,2012/07/17,1020,100,988,2012/07/18,989,-3100,-0.96875,-3.0392156862745097,2
short,2012/08/10,980,100,1109,2012/08/17,990,-1000,-0.07751937984496124,-1.0204081632653061,6
long,2013/02/18,1130,100,1085,2013/02/20,1190,6000,1.3333333333333333,5.3097345132743365,3
long,2013/05/31,1330,100,1265,2013/06/03,1350,2000,0.3076923076923077,1.5037593984962405,2
long,2014/02/19,1390,100,1286,2014/02/26,1360,-3000,-0.28846153846153844,-2.158273381294964,6
long,2015/07/10,1420,100,1350,2015/07/15,1500,8000,1.1428571428571428,5.633802816901409,4
short,2015/10/07,1300,100,1344,2015/10/09,1280,2000,0.45454545454545453,1.5384615384615385,3
short,2016/03/08,1190,100,1229.0,2016/03/11,1225.0,-3500.0,-0.8974358974358975,-2.941176470588235,4
short,2016/03/14,1260,100,1291.0,2016/03/25,1210,5000,1.6129032258064515,3.968253968253968,9
short,2018/01/05,1194,100,1327,2018/01/31,1188,600,0.045112781954887216,0.5025125628140703,18
short,2018/04/25,1158,100,1290,2018/05/25,1193,-3500,-0.26515151515151514,-3.0224525043177892,20
short,2019/01/22,872,100,909,2019/02/01,903,-3100,-0.8378378378378378,-3.555045871559633,9
