取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益（円）,R倍数,%損益,期間
short,2009/12/22,2000,100,2037,2009/12/30,1957,4300,1.162162162162162,2.15,6
long,2010/10/13,1810,100,1778,2010/10/15,1849,3900,1.21875,2.154696132596685,3
long,2013/05/31,1807,100,1760,2013/06/03,1760,-4700,-1.0,-2.6009961261759824,2
long,2013/06/04,1753,100,1704,2013/06/07,1704,-4900,-1.0,-2.795208214489447,4
long,2015/03/30,2242,100,2199,2015/04/06,2199,-4300,-1.0,-1.9179304192685103,6
short,2015/05/27,2348,100,2391,2015/05/27,2391,-4300,-1.0,-1.8313458262350937,1
short,2015/10/07,2322,100,2384,2015/10/15,2377,-5500,-0.8870967741935484,-2.3686477174849268,6
long,2015/11/09,2210,100,2148,2015/11/11,2270,6000,0.967741935483871,2.7149321266968327,3
short,2016/03/14,2173,100,2225,2016/03/18,2074,9900,1.9038461538461537,4.555913483663138,5
short,2016/03/25,2195,100,2245,2016/03/28,2243,-4800,-0.96,-2.1867881548974943,2
short,2016/03/30,2234,100,2283,2016/04/04,2175,5900,1.2040816326530612,2.6410026857654434,4
